doc_id	layer	nur_bei	span	entscheidung	einigung	regel
20_pflegefachkraft-remacare	SKILL	nur A	Durchführung der allgemeinen Grundpflege	angepasst	[S] Durchführung der allgemeinen Grundpflege und Behandlungspflege	R2
20_pflegefachkraft-remacare	SKILL	nur A	Behandlungspflege unserer Klienten	angepasst	[S] Durchführung der allgemeinen Grundpflege und Behandlungspflege	R2
20_pflegefachkraft-remacare	SKILL	nur A	Körperpflege	übernommen	Körperpflege	R2
20_pflegefachkraft-remacare	SKILL	nur A	Mobilisation	übernommen	Mobilisation	R2
20_pflegefachkraft-remacare	SKILL	nur A	Medikamentengabe	übernommen	Medikamentengabe	R2
20_pflegefachkraft-remacare	SKILL	nur A	Wundversorgung	übernommen	Wundversorgung	R2
20_pflegefachkraft-remacare	SKILL	nur A	Blutdruck - , Puls - und Blutzuckerkontrolle	übernommen	Blutdruck - , Puls - und Blutzuckerkontrolle	R2
20_pflegefachkraft-remacare	SKILL	nur A	Portversorgung	übernommen	Portversorgung	R2
20_pflegefachkraft-remacare	SKILL	nur B	Durchführung der allgemeinen Grundpflege und Behandlungspflege unserer Klienten ( z . B . Körperpflege , Mobilisation , Medikamentengabe , Wundversorgung , Blutdruck - , Puls - und Blutzuckerkontrolle , Portversorgung etc . )	angepasst	[S] Durchführung der allgemeinen Grundpflege und Behandlungspflege || [S] Körperpflege || [S] Mobilisation || [S] Medikamentengabe || [S] Wundversorgung || [S] Blutdruck - , Puls - und Blutzuckerkontrolle || [S] Portversorgung	R2
20_pflegefachkraft-remacare	KNOWLEDGE	nur B	Grundpflege	verworfen		R3: Tätigkeit → SKILL
20_pflegefachkraft-remacare	KNOWLEDGE	nur B	Behandlungspflege	verworfen		R3: Tätigkeit → SKILL
20_pflegefachkraft-remacare	KNOWLEDGE	nur B	Körperpflege	angepasst	[S] Körperpflege	R2
20_pflegefachkraft-remacare	KNOWLEDGE	nur B	Mobilisation	angepasst	[S] Mobilisation	R2
20_pflegefachkraft-remacare	KNOWLEDGE	nur B	Medikamentengabe	angepasst	[S] Medikamentengabe	R2
20_pflegefachkraft-remacare	KNOWLEDGE	nur B	Wundversorgung	angepasst	[S] Wundversorgung	R2
20_pflegefachkraft-remacare	KNOWLEDGE	nur B	Blutdruck - , Puls - und Blutzuckerkontrolle	angepasst	[S] Blutdruck - , Puls - und Blutzuckerkontrolle	R2
20_pflegefachkraft-remacare	KNOWLEDGE	nur B	Portversorgung	angepasst	[S] Portversorgung	R2
21_erzieher	SKILL	nur A	Gestaltung eines liebevollen und sicheren Umfelds	übernommen	Gestaltung eines liebevollen und sicheren Umfelds	R1
21_erzieher	SKILL	nur A	Kreative Ideen	übernommen	Kreative Ideen	R0
21_erzieher	SKILL	nur B	Gestaltung eines liebevollen und sicheren Umfelds , in dem sich Kinder geborgen fühlen	angepasst	[S] Gestaltung eines liebevollen und sicheren Umfelds	R1
21_erzieher	SKILL	nur B	Kinder im Alltag zu inspirieren und zu fördern	übernommen	Kinder im Alltag zu inspirieren und zu fördern	R0
22_sozialarbeiter-jugendhilfe	SKILL	nur A	Interesse an konzeptioneller Weiterentwicklung und innovativen Ansätzen in der Jugendarbeit	angepasst	[S] konzeptioneller Weiterentwicklung	R1
23_produktionsmitarbeiter	SKILL	nur A	bestücken , steuern und überwachen unsere Anlagen und Maschinen	übernommen	bestücken , steuern und überwachen unsere Anlagen und Maschinen	R1
23_produktionsmitarbeiter	SKILL	nur A	verantworten einzelne Produktionsbereiche für die Herstellung von Reinigern und Polituren	übernommen	verantworten einzelne Produktionsbereiche für die Herstellung von Reinigern und Polituren	R1
23_produktionsmitarbeiter	SKILL	nur A	stellen Rohstoffe bereit , füllen Materialien nach	angepasst	[S] stellen Rohstoffe bereit || [S] füllen Materialien nach	R2
23_produktionsmitarbeiter	SKILL	nur A	Handwerkliches Geschick und technisches Verständnis	angepasst	[S] Handwerkliches Geschick || [S] technisches Verständnis	R2
23_produktionsmitarbeiter	SKILL	nur B	Sie bestücken , steuern und überwachen unsere Anlagen und Maschinen	angepasst	[S] bestücken , steuern und überwachen unsere Anlagen und Maschinen	R1
23_produktionsmitarbeiter	SKILL	nur B	Sie verantworten einzelne Produktionsbereiche für die Herstellung von Reinigern und Polituren	angepasst	[S] verantworten einzelne Produktionsbereiche für die Herstellung von Reinigern und Polituren	R1
23_produktionsmitarbeiter	SKILL	nur B	Sie stellen Rohstoffe bereit , füllen Materialien nach und sorgen für Ihren Arbeitsplatz	angepasst	[S] stellen Rohstoffe bereit || [S] füllen Materialien nach	R2
23_produktionsmitarbeiter	SKILL	nur B	Handwerkliches Geschick und technisches Verständnis für unser Maschinen und Anlagen	angepasst	[S] Handwerkliches Geschick || [S] technisches Verständnis	R2
23_produktionsmitarbeiter	SKILL	nur B	Deutschkenntnisse	angepasst	[K] Deutschkenntnisse	R3
23_produktionsmitarbeiter	KNOWLEDGE	nur A	Produktion	übernommen	Produktion	R3
23_produktionsmitarbeiter	KNOWLEDGE	nur B	Lebensmittelverarbeitenden Gewerbe	übernommen	Lebensmittelverarbeitenden Gewerbe	R3
23_produktionsmitarbeiter	KNOWLEDGE	nur B	Bäckerei	übernommen	Bäckerei	R3
23_produktionsmitarbeiter	KNOWLEDGE	nur B	fleischverarbeitendes Gewerbe	übernommen	fleischverarbeitendes Gewerbe	R3
24_customer-service-export	SKILL	nur A	arbeiten mit einem Ticketsystem	angepasst	[K] Ticketsystem	R1
24_customer-service-export	SKILL	nur A	Angebote und Exportdokumente erstellen	übernommen	Angebote und Exportdokumente erstellen	R1
24_customer-service-export	SKILL	nur A	supporten den Inhouse Sales Manager	übernommen	supporten den Inhouse Sales Manager	R1
24_customer-service-export	SKILL	nur A	kommunikations - und überzeugungsfähig	übernommen	kommunikations - und überzeugungsfähig	R1
24_customer-service-export	SKILL	nur B	Sie arbeiten mit einem Ticketsystem	angepasst	[K] Ticketsystem	R1
24_customer-service-export	SKILL	nur B	Angebote und Exportdokumente erstellen ( Maschinen , Ersatzteile etc . )	angepasst	[S] Angebote und Exportdokumente erstellen	R1
24_customer-service-export	SKILL	nur B	Sie supporten den Inhouse Sales Manager	angepasst	[S] supporten den Inhouse Sales Manager	R1
24_customer-service-export	SKILL	nur B	gute Sprachkenntnisse in Englisch in Wort und Schrift	angepasst	[K] Englisch	R3
24_customer-service-export	SKILL	nur B	Sie sind kommunikations - und überzeugungsfähig	angepasst	[S] kommunikations - und überzeugungsfähig	R1
24_customer-service-export	KNOWLEDGE	nur A	SAP-Kenntnisse	übernommen	SAP-Kenntnisse	R3
25_personalreferent	SKILL	nur B	Umgang mit gängiger HR-Software	verworfen		R1: leeres Verb, unterbestimmt
25_personalreferent	KNOWLEDGE	nur B	HR-Projekten	verworfen		R3: Arbeitsgegenstand
25_personalreferent	KNOWLEDGE	nur B	HR-Strategien	verworfen		R3: Arbeitsgegenstand
25_personalreferent	KNOWLEDGE	nur B	HR-Bereich	übernommen	HR-Bereich	R3
26_hr-generalist	SKILL	nur A	verantworten das Anzeigen - und Bewerbermanagement	angepasst	[S] Anzeigen - und Bewerbermanagement	R1
26_hr-generalist	SKILL	nur A	erstellen und analysieren regelmäßig HR-Kennzahlen	übernommen	erstellen und analysieren regelmäßig HR-Kennzahlen	R1
26_hr-generalist	SKILL	nur A	Zusammenarbeit mit dem Betriebsrat	übernommen	Zusammenarbeit mit dem Betriebsrat	R1
26_hr-generalist	SKILL	nur B	Sie verantworten das Anzeigen - und Bewerbermanagement	angepasst	[S] Anzeigen - und Bewerbermanagement	R1
26_hr-generalist	SKILL	nur B	Sie erstellen und analysieren regelmäßig HR-Kennzahlen	angepasst	[S] erstellen und analysieren regelmäßig HR-Kennzahlen	R1
26_hr-generalist	SKILL	nur B	Sie wirken unterstützend bei der Zusammenarbeit mit dem Betriebsrat mit	angepasst	[S] Zusammenarbeit mit dem Betriebsrat	R1
26_hr-generalist	SKILL	nur B	gute bis sehr gute Englischkenntnisse	angepasst	[K] Englischkenntnisse	R3
26_hr-generalist	KNOWLEDGE	nur A	SAP HR-Kenntnisse	übernommen	SAP HR-Kenntnisse	R3
26_hr-generalist	KNOWLEDGE	nur B	Personalbeschaffung und - betreuung	übernommen	Personalbeschaffung und - betreuung	R2
26_hr-generalist	KNOWLEDGE	nur B	Anzeigen - und Bewerbermanagement	angepasst	[S] Anzeigen - und Bewerbermanagement	R1
26_hr-generalist	KNOWLEDGE	nur B	SAP	angepasst	[K] SAP HR-Kenntnisse	R3
27_sicherheitsmitarbeiter	SKILL	nur A	Kontrollgänge	übernommen	Kontrollgänge	R2
27_sicherheitsmitarbeiter	SKILL	nur A	Entgegennahme von eingehenden Telefonaten	übernommen	Entgegennahme von eingehenden Telefonaten	R2
27_sicherheitsmitarbeiter	SKILL	nur A	Auf - und Verschluss	übernommen	Auf - und Verschluss	R2
27_sicherheitsmitarbeiter	SKILL	nur A	überwachen die technischen Sicherheitseinrichtungen	übernommen	überwachen die technischen Sicherheitseinrichtungen	R1
27_sicherheitsmitarbeiter	SKILL	nur A	zuverlässige Objektbewachung	übernommen	zuverlässige Objektbewachung	R1
27_sicherheitsmitarbeiter	SKILL	nur A	zuverlässig , flexibel und teamfähig	angepasst	[S] zuverlässig || [S] flexibel || [S] teamfähig	R2
27_sicherheitsmitarbeiter	SKILL	nur B	Sie führen als Sicherheitskraft ( m/w/d ) Tätigkeiten wie zum Beispiel Kontrollgänge , Entgegennahme von eingehenden Telefonaten und Auf - und Verschluss durch	angepasst	[S] Kontrollgänge || [S] Entgegennahme von eingehenden Telefonaten || [S] Auf - und Verschluss	R2
27_sicherheitsmitarbeiter	SKILL	nur B	Sie überwachen die technischen Sicherheitseinrichtungen wie z . B . Kameras	angepasst	[S] überwachen die technischen Sicherheitseinrichtungen	R1
27_sicherheitsmitarbeiter	SKILL	nur B	Sie sorgen für die zuverlässige Objektbewachung	angepasst	[S] zuverlässige Objektbewachung	R1
27_sicherheitsmitarbeiter	SKILL	nur B	Sie sind zuverlässig , flexibel und teamfähig	angepasst	[S] zuverlässig || [S] flexibel || [S] teamfähig	R2
28_technischer-produktdesigner	SKILL	nur A	erstellen technische Zeichnungen , Baugruppen - und Anordnungszeichnungen sowie Schaltpläne	übernommen	erstellen technische Zeichnungen , Baugruppen - und Anordnungszeichnungen sowie Schaltpläne	R1
28_technischer-produktdesigner	SKILL	nur A	setzen Konstruktionsvorgaben normgerecht um	übernommen	setzen Konstruktionsvorgaben normgerecht um	R2
28_technischer-produktdesigner	SKILL	nur A	stellen die Einhaltung von Qualitätsstandards sicher	übernommen	stellen die Einhaltung von Qualitätsstandards sicher	R2
28_technischer-produktdesigner	SKILL	nur A	pflegen Artikelstammdaten , Stücklisten und technische Änderungen im SAP-System	übernommen	pflegen Artikelstammdaten , Stücklisten und technische Änderungen im SAP-System	R1
28_technischer-produktdesigner	SKILL	nur A	führen Zeichnungs - und Stücklistenänderungen in CAD - und SAP-Systemen durch	übernommen	führen Zeichnungs - und Stücklistenänderungen in CAD - und SAP-Systemen durch	R2
28_technischer-produktdesigner	SKILL	nur A	halten die technische Dokumentation aktuell	übernommen	halten die technische Dokumentation aktuell	R2
28_technischer-produktdesigner	SKILL	nur A	entwickeln technische Detaillösungen	übernommen	entwickeln technische Detaillösungen	R2
28_technischer-produktdesigner	SKILL	nur A	wählen geeignete Bauteile sowie Halbzeuge unter technischen und wirtschaftlichen Gesichtspunkten aus	übernommen	wählen geeignete Bauteile sowie Halbzeuge unter technischen und wirtschaftlichen Gesichtspunkten aus	R2
28_technischer-produktdesigner	SKILL	nur A	erstellen technische Dokumentationen , Stücklisten , Auswertungen und Datenaustauschdateien	übernommen	erstellen technische Dokumentationen , Stücklisten , Auswertungen und Datenaustauschdateien	R1
28_technischer-produktdesigner	SKILL	nur A	Import , die Prüfung und die Bearbeitung technischer Daten	übernommen	Import , die Prüfung und die Bearbeitung technischer Daten	R1
28_technischer-produktdesigner	SKILL	nur A	Durchführung einfacher technischer Berechnungen	übernommen	Durchführung einfacher technischer Berechnungen	R1
28_technischer-produktdesigner	SKILL	nur B	Sie erstellen technische Zeichnungen , Baugruppen - und Anordnungszeichnungen sowie Schaltpläne auf Basis technischer Vorgaben	angepasst	[S] erstellen technische Zeichnungen , Baugruppen - und Anordnungszeichnungen sowie Schaltpläne	R1
28_technischer-produktdesigner	SKILL	nur B	Sie setzen Konstruktionsvorgaben normgerecht um und stellen die Einhaltung von Qualitätsstandards sicher	angepasst	[S] setzen Konstruktionsvorgaben normgerecht um || [S] stellen die Einhaltung von Qualitätsstandards sicher	R2
28_technischer-produktdesigner	SKILL	nur B	Sie pflegen Artikelstammdaten , Stücklisten und technische Änderungen im SAP-System	angepasst	[S] pflegen Artikelstammdaten , Stücklisten und technische Änderungen im SAP-System	R1
28_technischer-produktdesigner	SKILL	nur B	Sie führen Zeichnungs - und Stücklistenänderungen in CAD - und SAP-Systemen durch und halten die technische Dokumentation aktuell	angepasst	[S] führen Zeichnungs - und Stücklistenänderungen in CAD - und SAP-Systemen durch || [S] halten die technische Dokumentation aktuell	R2
28_technischer-produktdesigner	SKILL	nur B	Sie entwickeln technische Detaillösungen und wählen geeignete Bauteile sowie Halbzeuge unter technischen und wirtschaftlichen Gesichtspunkten aus	angepasst	[S] entwickeln technische Detaillösungen || [S] wählen geeignete Bauteile sowie Halbzeuge unter technischen und wirtschaftlichen Gesichtspunkten aus	R2
28_technischer-produktdesigner	SKILL	nur B	Sie erstellen technische Dokumentationen , Stücklisten , Auswertungen und Datenaustauschdateien für Kunden , Lieferanten und interne Fachbereiche	angepasst	[S] erstellen technische Dokumentationen , Stücklisten , Auswertungen und Datenaustauschdateien	R1
28_technischer-produktdesigner	SKILL	nur B	Sie übernehmen den Import , die Prüfung und die Bearbeitung technischer Daten von externen Projektpartnern	angepasst	[S] Import , die Prüfung und die Bearbeitung technischer Daten	R1
28_technischer-produktdesigner	SKILL	nur B	Sie unterstützen Projekte durch die Durchführung einfacher technischer Berechnungen , beispielsweise zu Gewicht , Materialeinsatz oder Volumen	angepasst	[S] Durchführung einfacher technischer Berechnungen	R1
28_technischer-produktdesigner	KNOWLEDGE	nur A	Qualitätsstandards	verworfen		R3: unterbestimmt
28_technischer-produktdesigner	KNOWLEDGE	nur A	Normen	verworfen		R3: unterbestimmt
28_technischer-produktdesigner	KNOWLEDGE	nur A	Qualitätsstandards	verworfen		R3: unterbestimmt
28_technischer-produktdesigner	KNOWLEDGE	nur A	MS-Office-Kenntnisse	übernommen	MS-Office-Kenntnisse	R3
28_technischer-produktdesigner	KNOWLEDGE	nur B	technischen Zeichnungen und Stücklisten	verworfen		R3: Arbeitsgegenstand
28_technischer-produktdesigner	KNOWLEDGE	nur B	relevanter Normen und Qualitätsstandards	verworfen		R3: unterbestimmt
29_lagermitarbeiter	SKILL	nur A	Umlagerungen zur Optimierung der Lagerbestände	übernommen	Umlagerungen zur Optimierung der Lagerbestände	R2
29_lagermitarbeiter	SKILL	nur A	Verpackung der Fertigwaren	übernommen	Verpackung der Fertigwaren	R2
29_lagermitarbeiter	SKILL	nur A	Hohes Maß an Kommunikations - und Teamfähigkeit	angepasst	[S] Kommunikations - und Teamfähigkeit	R1
29_lagermitarbeiter	SKILL	nur B	führen eigenständig Umlagerungen zur Optimierung der Lagerbestände durch und übernehmen die Verpackung der Fertigwaren	angepasst	[S] Umlagerungen zur Optimierung der Lagerbestände || [S] Verpackung der Fertigwaren	R2
29_lagermitarbeiter	SKILL	nur B	sorgen für einen reibungslosen Logistikablauf	verworfen		R1: leeres Verb, Ergebnis statt Tätigkeit
29_lagermitarbeiter	SKILL	nur B	allgemeine Reinigungs - und Ordnungstätigkeiten	angepasst	[S] Reinigungs - und Ordnungstätigkeiten	R1
29_lagermitarbeiter	SKILL	nur B	Kommunikations - und Teamfähigkeit	übernommen	Kommunikations - und Teamfähigkeit	R1
30_technischer-projektleiter-elektro	SKILL	nur A	Technische Abwicklung von Kundenverträgen für elektrische und leittechnische Systeme	übernommen	Technische Abwicklung von Kundenverträgen für elektrische und leittechnische Systeme	R1
30_technischer-projektleiter-elektro	SKILL	nur A	Verantwortung für die technische Koordination von Generatoren , Transformatoren sowie Mittel - und Hochspannungsschaltanlagen	angepasst	[S] technische Koordination von Generatoren , Transformatoren sowie Mittel - und Hochspannungsschaltanlagen ( MV/HV )	R1
30_technischer-projektleiter-elektro	SKILL	nur A	Spezifikation und Auslegung der Elektro - und Leittechnik	übernommen	Spezifikation und Auslegung der Elektro - und Leittechnik	R1
30_technischer-projektleiter-elektro	SKILL	nur A	ausgeprägte Kommunikations - , Koordinations - und Schnittstellenkompetenz	angepasst	[S] Kommunikations - , Koordinations - und Schnittstellenkompetenz	R1
30_technischer-projektleiter-elektro	SKILL	nur B	Technische Abwicklung von Kundenverträgen für elektrische und leittechnische Systeme im erweiterten Lieferumfang von Dampfturbinenanlagen	angepasst	[S] Technische Abwicklung von Kundenverträgen für elektrische und leittechnische Systeme	R1
30_technischer-projektleiter-elektro	SKILL	nur B	Verantwortung für die technische Koordination von Generatoren , Transformatoren sowie Mittel - und Hochspannungsschaltanlagen ( MV/HV )	angepasst	[S] technische Koordination von Generatoren , Transformatoren sowie Mittel - und Hochspannungsschaltanlagen ( MV/HV )	R1
30_technischer-projektleiter-elektro	SKILL	nur B	Spezifikation und Auslegung der Elektro - und Leittechnik auf Grundlage von Vertragsanforderungen , technischen Vorgaben und kundenspezifischen Anforderungen	angepasst	[S] Spezifikation und Auslegung der Elektro - und Leittechnik	R1
30_technischer-projektleiter-elektro	SKILL	nur B	Montage - oder Inbetriebnahmetätigkeiten	übernommen	Montage - oder Inbetriebnahmetätigkeiten	R3
30_technischer-projektleiter-elektro	SKILL	nur B	Sehr gute bzw . sichere Englischkenntnisse für internationale Projekte und Kundengespräche	angepasst	[K] Englischkenntnisse	R3
30_technischer-projektleiter-elektro	SKILL	nur B	Kommunikations - , Koordinations - und Schnittstellenkompetenz	übernommen	Kommunikations - , Koordinations - und Schnittstellenkompetenz	R1
30_technischer-projektleiter-elektro	KNOWLEDGE	nur A	Montage - oder Inbetriebnahmetätigkeiten	angepasst	[S] Montage - oder Inbetriebnahmetätigkeiten	R3
30_technischer-projektleiter-elektro	KNOWLEDGE	nur B	elektrische und leittechnische Systeme	verworfen		R3: Arbeitsgegenstand
30_technischer-projektleiter-elektro	KNOWLEDGE	nur B	Dampfturbinenanlagen	verworfen		R3: Arbeitsgegenstand
30_technischer-projektleiter-elektro	KNOWLEDGE	nur B	Generatoren	verworfen		R3: Arbeitsgegenstand
30_technischer-projektleiter-elektro	KNOWLEDGE	nur B	Transformatoren	verworfen		R3: Arbeitsgegenstand
30_technischer-projektleiter-elektro	KNOWLEDGE	nur B	MV/HV	verworfen		R3: Abkürzung im Skill-Span
30_technischer-projektleiter-elektro	KNOWLEDGE	nur B	elektrischer Energieanlagen	übernommen	elektrischer Energieanlagen	R3
30_technischer-projektleiter-elektro	KNOWLEDGE	nur B	Fremdsprachen	verworfen		R3: unterbestimmt
